ARTICLE CODE ;;;;SUPPLIER;SUPPILER ROLL NUMBER;MTS;MINIMUM CUTTABLE  WIDTH CM  ;$/M;$/ROLL
;;;;;;;;;
GIOVE;01;25036;;LUTHAI;1;70,0;144; $3,14 ; $219,80 
GIOVE;02;25036;;LUTHAI;2;58,9;144,3; $3,14 ; $184,95 
GIOVE;03;25036;;LUTHAI;3;89,4;144; $3,14 ; $280,72 
GIOVE;04;25036;;LUTHAI;4;90,5;143,8; $3,14 ; $284,17 
GIOVE;05;25036;;LUTHAI;5;89,8;144; $3,14 ; $281,97 
GIOVE;06;25036;;LUTHAI;6;82,3;144,5; $3,14 ; $258,42 
TOTAL ;6 ROLLS;;;;;480,9;;; $1.510,03 
