ARTICLE CODE ;;;;SUPPLIER;SUPPILER ROLL NUMBER;MTS;MINIMUM CUTTABLE  WIDTH CM  ;$/M;$/ROLL
;;;;;;;;;
PEGASO;01;25003;RED;LUTHAI;1;69,3;146,8; $3,70 ; $256,41 
PEGASO;02;25003;RED;LUTHAI;2;49,9;146,9; $3,70 ; $184,63 
PEGASO;03;25003;RED;LUTHAI;3;63,0;146,8; $3,70 ; $233,10 
PEGASO;04;25003;RED;LUTHAI;4;69,7;147; $3,70 ; $257,89 
PEGASO;05;25003;RED;LUTHAI;5;60,6;146,8; $3,70 ; $224,22 
TOTAL;5 ROLL;;;;;312,5;;; $1.156,25 
