ARTICLE CODE ;;;;SUPPLIER;SUPPILER ROLL NUMBER;MTS;MINIMUM CUTTABLE  WIDTH CM  ;$/M;$/ROLL
;;;;;;;;;
CEFEO ;01;25004;BLUE ;LUTHAI;1;89,9;146; $3,90 ; $350,61 
CEFEO ;02;25004;BLUE ;LUTHAI;2;100,1;145,9; $3,90 ; $390,39 
CEFEO ;03;25004;BLUE ;LUTHAI;3;100,2;146; $3,90 ; $390,78 
CEFEO ;04;25004;BLUE ;LUTHAI;4;98,0;145,8; $3,90 ; $382,20 
CEFEO ;05;25004;BLUE ;LUTHAI;5;75,0;146; $3,90 ; $292,50 
CEFEO ;06;25004;BLUE ;LUTHAI;6;50,6;145,9; $3,90 ; $197,34 
TOTAL;6 roll;;;;;513,8;;; $2.003,82 
